# Timestamp Wed May  7 14:21:16 2025
# At the Calibration unit focal plane for flat field calibration mode
# Source is Thorlabs SLS201L QTH
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
4.600000000000000000e+02,3.800034034049496030e-11,1.162618609066538122e-13,3.334357704115412396e-11,8.788414558384959400e+07,2.688811262798429816e+05,7.711435615349873900e+07
4.610000000000000000e+02,3.893428282824209684e-11,1.191192535150447892e-13,3.416306926183348522e-11,9.023984104484468699e+07,2.760883653616674710e+05,7.918137219560199976e+07
4.620000000000000000e+02,3.925404872491009299e-11,1.200975757581613436e-13,3.444364934914710023e-11,9.117833338817730546e+07,2.789596782316266908e+05,8.000485670842616260e+07
4.630000000000000000e+02,3.995080038458476389e-11,1.222292841538688749e-13,3.505501736413713775e-11,9.299758963329686224e+07,2.845256840786389657e+05,8.160117164200852811e+07
4.640000000000000000e+02,4.060814261881288832e-11,1.242404195994758898e-13,3.563180539374414853e-11,9.473191641593354940e+07,2.898318486382947303e+05,8.312296481999641657e+07
4.650000000000000000e+02,4.125982681901738480e-11,1.262342443168429423e-13,3.620362875483298790e-11,9.645962529332874715e+07,2.951177657482753857e+05,8.463895108595949411e+07
4.660000000000000000e+02,4.170167445878505645e-11,1.275860750735232961e-13,3.659133004079608752e-11,9.770226394064272940e+07,2.989196127916634432e+05,8.572931020116128027e+07
4.670000000000000000e+02,4.277094857819659466e-11,1.308575141666524734e-13,3.752956963705351895e-11,1.004224886174852401e+08,3.072421272791689844e+05,8.811618411515332758e+07
4.680000000000000000e+02,4.275574314426632926e-11,1.308109932137139976e-13,3.751622755766278004e-11,1.006017485747443140e+08,3.077905722675623838e+05,8.827347660626538098e+07
4.690000000000000000e+02,4.393337030185728624e-11,1.344139379128654689e-13,3.854954203598194880e-11,1.035935177052341402e+08,3.169438757221413543e+05,9.089861847599565983e+07
4.700000000000000000e+02,4.424980262392948029e-11,1.353820611003286941e-13,3.882719706261553095e-11,1.045621278695166409e+08,3.199073339223453659e+05,9.174853001221369207e+07
4.710000000000000000e+02,4.518621899172397671e-11,1.382470225329825086e-13,3.964886000095717191e-11,1.070020570392257124e+08,3.273722856361728045e+05,9.388945731750039756e+07
4.720000000000000000e+02,4.576197850147068229e-11,1.400085560202634599e-13,4.015406288594182104e-11,1.085955447596488893e+08,3.322475537534658797e+05,9.528767059911786020e+07
4.730000000000000000e+02,4.651317679906337436e-11,1.423068436462552712e-13,4.081320535899682637e-11,1.106120292908847630e+08,3.384169786057252786e+05,9.705704441832831502e+07
4.740000000000000000e+02,4.670769551779111412e-11,1.429019727429377151e-13,4.098388672199854677e-11,1.113094402988083959e+08,3.405507042742709164e+05,9.766899098153500259e+07
4.750000000000000000e+02,4.767648115798513946e-11,1.458659678108601672e-13,4.183395223037900240e-11,1.138578609856356978e+08,3.483475852697766968e+05,9.990511467787846923e+07
4.760000000000000000e+02,4.822433008626604687e-11,1.475421090066214719e-13,4.231466484461792686e-11,1.154086531979016662e+08,3.530922266825129627e+05,1.012658645854104310e+08
4.770000000000000000e+02,4.890528637004896158e-11,1.496254915247594878e-13,4.291217313287338001e-11,1.172841709326966107e+08,3.588303642901472049e+05,1.029115464272529185e+08
4.780000000000000000e+02,4.944344725647443691e-11,1.512719922024474976e-13,4.338438492930146215e-11,1.188233674640260637e+08,3.635395287720960914e+05,1.042621216501060873e+08
4.790000000000000000e+02,5.006447897551074299e-11,1.531720357991696245e-13,4.392931212687765472e-11,1.205675486640002280e+08,3.688758428748227889e+05,1.057925616328526735e+08
4.800000000000000000e+02,5.054839859966561443e-11,1.546525855923918381e-13,4.435392967306682239e-11,1.219870856100527942e+08,3.732189094235701486e+05,1.070381409908098429e+08
4.810000000000000000e+02,5.116627085430946915e-11,1.565429628228013786e-13,4.489608458377835781e-11,1.237354262489836961e+08,3.785679493100426043e+05,1.085722306927973479e+08
4.820000000000000000e+02,5.185114119967297307e-11,1.586383203937674491e-13,4.549702728374398580e-11,1.256523381510425955e+08,3.844327321759472834e+05,1.102542340410487801e+08
4.830000000000000000e+02,5.230590778448335304e-11,1.600296766014873899e-13,4.589606435868850716e-11,1.270173627948992699e+08,3.886090185948638828e+05,1.114519813235120773e+08
4.840000000000000000e+02,5.302862522776014061e-11,1.622408271888814292e-13,4.653021617240806775e-11,1.290389874823323935e+08,3.947941697306114947e+05,1.132258653969105482e+08
4.850000000000000000e+02,5.353686652186637798e-11,1.637957890158792913e-13,4.697617488208489095e-11,1.305448982559336126e+08,3.994014965947786113e+05,1.145472338753704131e+08
4.860000000000000000e+02,5.412318259684926733e-11,1.655896202643945927e-13,4.749064067479848263e-11,1.322466905081384927e+08,4.046081219130004174e+05,1.160404794768831730e+08
4.870000000000000000e+02,5.458037769501115943e-11,1.669884064971867673e-13,4.789180866018502087e-11,1.336382299520886838e+08,4.088655302369531128e+05,1.172614922951740026e+08
4.880000000000000000e+02,5.528769603664030622e-11,1.691524436061802448e-13,4.851244845986596942e-11,1.356480425635016263e+08,4.150145423821818549e+05,1.190250118070115447e+08
