Wavelength,25LRB,25LRR,25HRB,25HRR,50LRB,50LRR,50HRB,50HRR
423,0.476241855,0,0,0,0.480617138,0,0,0
423.5,0.478522954,0,0,0,0.482778424,0,0,0
424,0.481031048,0,0,0,0.485113831,0,0,0
424.5,0.483056075,0,0,0,0.487103451,0,0,0
425,0.48446113,0,0.426595793,0,0.488631821,0,0.430268326,0
425.5,0.485310269,0,0.428889148,0,0.489703953,0,0.432772033,0
426,0.486207689,0,0.431237405,0,0.490808855,0,0.435318367,0
426.5,0.488287761,0,0.434650584,0,0.492711491,0,0.438588379,0
427,0.492077057,0,0.439610342,0,0.495778001,0,0.442916681,0
427.5,0.496424364,0,0.445100917,0,0.499213595,0,0.447601779,0
428,0.500228039,0,0.4501363,0,0.502283409,0,0.45198585,0
428.5,0.503145598,0,0.454373811,0,0.504752905,0,0.455825316,0
429,0.505215957,0,0.457841836,0,0.506652357,0,0.459143545,0
429.5,0.506336479,0,0.460467503,0,0.507908888,0,0.461897468,0
430,0.506265804,0,0.462021933,0,0.508370978,0,0.463943131,0
430.5,0.504543895,0,0.462072782,0,0.507704219,0,0.464967079,0
431,0.50201024,0,0.461375963,0,0.506490621,0,0.465493688,0
431.5,0.503469344,0,0.464355102,0,0.50796783,0,0.468504103,0
432,0.510388191,0,0.472407486,0,0.513206497,0,0.475016067,0
432.5,0.517396529,0,0.480599273,0,0.518326335,0,0.481462951,0
433,0.52176488,0,0.48638781,0,0.521767321,0,0.486390086,0
433.5,0.524508949,0,0.49069778,0,0.524222575,0,0.490429866,0
434,0.525478956,0,0.493372903,0,0.525831239,0,0.493703662,0
434.5,0.522364441,0,0.492218668,0,0.525985017,0,0.4956303,0
435,0.524032258,0,0.495350023,0,0.527659499,0,0.498778731,0
435.5,0.529530454,0,0.502029135,0,0.53061874,0,0.5030609,0
436,0.531901962,0,0.505732954,0,0.532301675,0,0.506113002,0
436.5,0.532918359,0,0.508125179,0,0.533281658,0,0.508471576,0
437,0.533178426,0,0.509767882,0,0.533953695,0,0.51050911,0
437.5,0.532542072,0,0.510541481,0,0.534311509,0,0.512237819,0
438,0.531702564,0,0.511113653,0,0.534445222,0,0.513750109,0
438.5,0.532153327,0,0.512895219,0,0.534852623,0,0.51549683,0
439,0.531873068,0,0.513942649,0,0.534576279,0,0.51655473,0
439.5,0.529607985,0,0.513035877,0,0.533209234,0,0.516524438,0
440,0.527165067,0,0.511915472,0,0.531888645,0,0.516502409,0
440.5,0.526965059,0,0.512936765,0,0.532033724,0,0.517870497,0
441,0.528186391,0,0.515313632,0,0.533259582,0,0.520263181,0
441.5,0.528241682,0,0.516525318,0,0.533941328,0,0.522098547,0
442,0.525695491,0,0.515157338,0,0.533241425,0,0.522552006,0
442.5,0.520493623,0,0.511140108,0,0.53118164,0,0.521636056,0
443,0.517247061,0,0.508995268,0,0.529890271,0,0.521436778,0
443.5,0.521158351,0,0.513875393,0,0.532363247,0,0.524923705,0
444,0.528948667,0,0.522629712,0,0.537299222,0,0.530880508,0
444.5,0.535538442,0,0.53022109,0,0.541682818,0,0.536304458,0
445,0.539999071,0,0.535720543,0,0.544751672,0,0.540435488,0
445.5,0.543269322,0,0.54004805,0,0.547003188,0,0.543759776,0
446,0.54574934,0,0.543594678,0,0.548624501,0,0.546458488,0
446.5,0.547214542,0,0.546131236,0,0.549620929,0,0.548532859,0
447,0.546567208,0,0.546553715,0,0.549301014,0,0.549287453,0
447.5,0.542231801,0,0.543270926,0,0.546649736,0,0.547697328,0
448,0.538118678,0,0.540186696,0,0.544201002,0,0.546292394,0
448.5,0.54788517,0,0.551033935,0,0.551167058,0,0.554334684,0
449,0.557490438,0,0.561747251,0,0.558019713,0,0.562280567,0
449.5,0.562399757,0,0.567747431,0,0.561759845,0,0.567101435,0
450,0.565373295,0,0.571799184,0,0.564216829,0,0.570629574,0
450.5,0.567616693,0,0.575112927,0,0.566201185,0,0.573678725,0
451,0.569527993,0,0.578088321,0,0.567970078,0,0.57650699,0
451.5,0.571264765,0,0.58088345,0,0.569623614,0,0.579214666,0
452,0.572903501,0,0.58357497,0,0.571217204,0,0.581857262,0
452.5,0.574434071,0,0.586151701,0,0.572732381,0,0.584415299,0
453,0.575904058,0,0.588661392,0,0.574214677,0,0.586934588,0
453.5,0.577262951,0,0.591051689,0,0.575615236,0,0.589364616,0
454,0.578552898,0,0.593364931,0,0.576982137,0,0.591753956,0
454.5,0.579697832,0,0.595522304,0,0.578248654,0,0.594033567,0
455,0.580732171,0,0.597558179,0,0.579460086,0,0.596249238,0
455.5,0.581580246,0,0.599393708,0,0.58054154,0,0.598323187,0
456,0.582290065,0,0.601077224,0,0.581535251,0,0.600298057,0
456.5,0.582751071,0,0.602493458,0,0.582333756,0,0.602062006,0
457,0.582860817,0,0.603534846,0,0.582887555,0,0.603562532,0
457.5,0.582195127,0,0.6037137,0,0.582920753,0,0.604466145,0
458,0.579994108,0,0.602275947,0,0.581956868,0,0.60431411,0
458.5,0.574955522,0,0.597867814,0,0.579122864,0,0.602201227,0
459,0.568106363,0,0.591394165,0,0.575156294,0,0.598733086,0
459.5,0.567896159,0,0.591619716,0,0.575816821,0,0.59987126,0
460,0.573599793,0,0.597993804,0,0.580787645,0,0.60548734,0
460.5,0.576227961,0,0.601151664,0,0.584054679,0,0.609316912,0
461,0.575601311,0,0.600899624,0,0.58542356,0,0.611153571,0
461.5,0.574488842,0,0.600123952,0,0.586128813,0,0.612283327,0
462,0.575031909,0,0.601062521,0,0.587155288,0,0.613734703,0
462.5,0.576637403,0,0.603098646,0,0.588358245,0,0.615357344,0
463,0.578113785,0,0.604987732,0,0.58941485,0,0.616814133,0
463.5,0.578957425,0,0.606202585,0,0.590118092,0,0.617888463,0
464,0.579264538,0,0.606843329,0,0.590512113,0,0.618626402,0
464.5,0.578902484,0,0.606770503,0,0.590409665,0,0.618831633,0
465,0.577159128,0,0.605236758,0,0.589333277,0,0.618003155,0
465.5,0.571732069,0,0.599825028,0,0.585742732,0,0.614524128,0
466,0.563022215,0,0.59095149,0,0.579956974,0,0.608726315,0
466.5,0.569039951,0,0.597524397,0,0.584255662,0,0.613501761,0
467,0.579047002,0,0.608283366,0,0.591032009,0,0.620873501,0
467.5,0.585427436,0,0.615229892,0,0.594795178,0,0.62507452,0
468,0.590776306,0,0.621087793,0,0.597434453,0,0.628087556,0
468.5,0.595179049,0,0.6259459,0,0.599413702,0,0.630399458,0
469,0.59835643,0,0.629551874,0,0.600829884,0,0.632154282,0
469.5,0.600354015,0,0.631980867,0,0.601704251,0,0.633402234,0
470,0.601549488,0,0.633552738,0,0.602249458,0,0.634289947,0
470.5,0.602115081,0,0.634447392,0,0.602505473,0,0.634858747,0
471,0.602141034,0,0.634758741,0,0.602496797,0,0.635133776,0
471.5,0.601499722,0,0.634351189,0,0.602103283,0,0.634987714,0
472,0.59959846,0,0.632598346,0,0.600921208,0,0.633993894,0
472.5,0.594322865,0,0.627266946,0,0.597540336,0,0.630662765,0
473,0.582791699,0,0.615311158,0,0.589997902,0,0.622919464,0
473.5,0.584460324,0,0.617272362,0,0.59139694,0,0.624598405,0
474,0.594279599,0,0.627829505,0,0.598286839,0,0.632062973,0
474.5,0.597996084,0,0.631927014,0,0.601047699,0,0.63515178,0
475,0.599303621,0,0.633463478,0,0.602138535,0,0.636459981,0
475.5,0.600733508,0,0.635112837,0,0.603005868,0,0.637515242,0
476,0.60243446,0,0.637032055,0,0.603831547,0,0.638509376,0
476.5,0.603712756,0,0.638487213,0,0.604491389,0,0.639310695,0
477,0.604554652,0,0.639463187,0,0.604958391,0,0.639890239,0
477.5,0.605129495,0,0.640138606,0,0.605341895,0,0.640363294,0
478,0.605361353,0,0.640432736,0,0.605568553,0,0.64065194,0
478.5,0.605276723,0,0.640373247,0,0.605672009,0,0.640791454,0
479,0.604756082,0,0.639833384,0,0.605544241,0,0.640667259,0
479.5,0.603688853,0,0.638695922,0,0.605112954,0,0.640202605,0
480,0.601720026,0,0.636585142,0,0.604106721,0,0.639110128,0
480.5,0.598116085,0,0.632725139,0,0.601950627,0,0.636781561,0
481,0.592410708,0,0.626623144,0,0.598336617,0,0.63289128,0
481.5,0.586024234,0,0.61977287,0,0.594198889,0,0.628418296,0
482,0.583392082,0,0.616851142,0,0.59255791,0,0.626542654,0
482.5,0.584931574,0,0.618320127,0,0.593729305,0,0.627620043,0
483,0.587006379,0,0.620333476,0,0.595285364,0,0.629082497,0
483.5,0.587701598,0,0.620867506,0,0.595938184,0,0.629568909,0
484,0.586775989,0,0.619668784,0,0.595524036,0,0.62890722,0
484.5,0.584487749,0,0.617011792,0,0.594163469,0,0.627225921,0
485,0.581851033,0,0.613968574,0,0.592481406,0,0.625185732,0
485.5,0.580983913,0,0.61277383,0,0.591845632,0,0.624229874,0
486,0.583837354,0,0.615481791,0,0.593597787,0,0.625771247,0
486.5,0.589241278,0,0.620779182,0,0.59699883,0,0.628951941,0
487,0.594507508,0,0.625842838,0,0.600302868,0,0.63194366,0
487.5,0.598365804,0,0.62940422,0,0.60268708,0,0.63394965,0
488,0.600898846,0,0.631553492,0,0.604238422,0,0.635063435,0
488.5,0.602424259,0,0.632627427,0,0.605158387,0,0.635498634,0
489,0.603258042,0,0.632960122,0,0.605665248,0,0.635485849,0
489.5,0.603557389,0,0.632718154,0,0.605846565,0,0.635117931,0
490,0.603487292,0,0.632075768,0,0.605816657,0,0.63451548,0
490.5,0.603230596,0,0.63122532,0,0.605712969,0,0.633822895,0
491,0.602824146,0,0.630205861,0,0.605520258,0,0.633024437,0
491.5,0.602361734,0,0.629115792,0,0.60527117,0,0.632154452,0
492,0.601986219,0,0.628104347,0,0.605049987,0,0.631301041,0
492.5,0.601732451,0,0.627207579,0,0.604858467,0,0.630465939,0
493,0.601603749,0,0.626428552,0,0.604710668,0,0.629663675,0
493.5,0.601471992,0,0.625633577,0,0.604528857,0,0.628813239,0
494,0.601216944,0,0.624697716,0,0.604262819,0,0.627862549,0
494.5,0.600668136,0,0.623444434,0,0.603808278,0,0.626703646,0
495,0.599689191,0,0.621733354,0,0.603093822,0,0.625263138,0
495.5,0.59806121,0,0.619394955,0,0.601974346,0,0.623447677,0
496,0.595536511,0,0.616114667,0,0.600297447,0,0.621040113,0
496.5,0.591775477,0.414503784,0.611541923,0,0.597834565,0.418747817,0.617803396,0
497,0.586667604,0.412329307,0.605567287,0,0.594523417,0.417850631,0.613676178,0
497.5,0.581158769,0.409794648,0.59917979,0,0.591004176,0.416736976,0.609330491,0
498,0.578113026,0.408926266,0.595326383,0,0.589240095,0.41679696,0.606784761,0
498.5,0.578897749,0.410712693,0.595399806,0,0.590176274,0.41871451,0.606999837,0
499,0.581367736,0.413656186,0.597181711,0,0.592355802,0.421474441,0.608468667,0
499.5,0.583191104,0.416106886,0.598272917,0,0.594146792,0.42392377,0.609511929,0
500,0.583910683,0.417737681,0.598207335,0,0.595152545,0.425780263,0.609724447,0
500.5,0.584011806,0.418895612,0.597485844,0,0.595549556,0.427171323,0.609289788,0
501,0.584212319,0.420095908,0.596844291,0,0.595728777,0.428377173,0.608609761,0
501.5,0.584758141,0.421520028,0.59653296,0,0.595849605,0.429515255,0.607847764,0
502,0.585554048,0.42310458,0.596453124,0,0.595930276,0.430602144,0.607022486,0
502.5,0.586320827,0.424651916,0.596319443,0,0.595890324,0.431582772,0.606052129,0
503,0.586805583,0.425981725,0.595875032,0,0.595658983,0.432408703,0.604865267,0
503.5,0.586789948,0.42693681,0.59489124,0,0.595149345,0.433018943,0.603366049,0
504,0.586142561,0.427422155,0.593238215,0,0.59430647,0.433375375,0.601500953,0
504.5,0.584775335,0.427373389,0.590839844,0,0.593077491,0.433440882,0.599228098,0
505,0.582591051,0.426718863,0.587601831,0,0.591396868,0.433168685,0.596483385,0
505.5,0.579517256,0.42540445,0.583455666,0,0.589208859,0.432518735,0.593213134,0
506,0.575601489,0.423463414,0.578454135,0,0.586536523,0.431508193,0.589443362,0
506.5,0.57129939,0.421230398,0.573059214,0,0.583661334,0.430345105,0.585459237,0
507,0.567690061,0.419503379,0.568353772,0,0.581263939,0.429534007,0.58194352,0
507.5,0.56603945,0.41922581,0.565599062,0,0.580135598,0.42966584,0.579684243,0
508,0.566971935,0.420873462,0.565406346,0,0.580620915,0.431005346,0.579017637,0
508.5,0.569994794,0.424095204,0.567269662,0,0.582326951,0.433270741,0.579542858,0
509,0.573778234,0.427912908,0.569855184,0,0.584381838,0.435820874,0.580386289,0
509.5,0.57738317,0.431631302,0.572226981,0,0.586244548,0.438255756,0.581009225,0
510,0.580351493,0.434908846,0.573932605,0,0.587685482,0.440404854,0.581185478,0
510.5,0.582562103,0.437653943,0.574856129,0,0.588681828,0.44225143,0.580894904,0
511,0.584026745,0.439873671,0.57501369,0,0.589260039,0.443815251,0.580166221,0
511.5,0.584920317,0.441698479,0.574581758,0,0.589537671,0.445185241,0.579117499,0
512,0.585327781,0.443191796,0.573647212,0,0.589555919,0.44639321,0.577790976,0
512.5,0.585359824,0.444437093,0.572277459,0,0.589384815,0.447493085,0.576212494,0
513,0.585053151,0.445462083,0.570558384,0,0.589027426,0.448488114,0.574434196,0
513.5,0.584526302,0.446357357,0.568612763,0,0.588549853,0.44942983,0.572526774,0
514,0.583805544,0.447143727,0.566467618,0,0.587940939,0.450311076,0.5704802,0
514.5,0.582950182,0.447867516,0.564181724,0,0.587230235,0.451155784,0.568323978,0
515,0.581915215,0.448495019,0.561712596,0,0.586363165,0.451923153,0.566006124,0
515.5,0.580673431,0.4490058,0.559035356,0,0.585334765,0.452610176,0.563522991,0
516,0.57909336,0.44929828,0.556025332,0,0.584059808,0.453151574,0.560793943,0
516.5,0.577076351,0.449294587,0.552590673,0,0.582499408,0.45351682,0.557783627,0
517,0.574565061,0.448559798,0.548680063,0,0.580624748,0.453290563,0.554466753,0
517.5,0.571764796,0.44751561,0.544492982,0,0.578593943,0.452860728,0.550996396,0
518,0.568971856,0.446454451,0.540313208,0,0.576606904,0.452445435,0.547563684,0
518.5,0.56666126,0.4457503,0.536590599,0,0.575005626,0.452314192,0.544492159,0
519,0.564971315,0.445515335,0.533451916,0,0.573883372,0.452543051,0.541866775,0
519.5,0.563767836,0.445647291,0.530765791,0,0.573168032,0.453077959,0.539615715,0
520,0.562693732,0.445866267,0.528193007,0,0.572631419,0.453740674,0.537521379,0
520.5,0.561291305,0.445803996,0.52529738,0,0.571957709,0.454275756,0.53527978,0
521,0.559464376,0.445375883,0.521984568,0,0.571113606,0.45464955,0.53285339,0
521.5,0.557200434,0.444582033,0.518261035,0,0.570076141,0.454855371,0.530236937,0
522,0.554756014,0.443625693,0.514368774,0,0.568941492,0.454969495,0.527521523,0
522.5,0.55268304,0.442948797,0.51081983,0,0.567955355,0.455188821,0.524935338,0
523,0.551459447,0.442937702,0.508051555,0,0.567321208,0.455678026,0.522664765,0
523.5,0.551444332,0.443886369,0.506386388,0,0.567216593,0.456582287,0.520869914,0
524,0.552245481,0.445485273,0.505454642,0,0.567484969,0.457778661,0.519402913,0
524.5,0.553441538,0.447398334,0.504864643,0,0.567951382,0.459127993,0.518100923,0
525,0.554552921,0.44923953,0.504176829,0,0.568384948,0.460444761,0.516752342,0
525.5,0.555275666,0.450762048,0.503116634,0,0.568628831,0.461601889,0.515215488,0
526,0.555459579,0.451842249,0.501552139,0,0.568590412,0.462523611,0.513408622,0
526.5,0.554997994,0.452390956,0.499781332,0,0.568204659,0.463155996,0.511674068,0
527,0.554029846,0.452518969,0.497567486,0,0.567535797,0.463550323,0.509697017,0
527.5,0.552761979,0.452393709,0.495052787,0,0.566702195,0.463802718,0.507537624,0
528,0.551591998,0.45234009,0.492594929,0,0.565938369,0.464105017,0.505406844,0
528.5,0.551036784,0.452784033,0.490653758,0,0.565566347,0.464722898,0.50359116,0
529,0.551504773,0.454065407,0.489587244,0,0.565841082,0.46586879,0.502314013,0
529.5,0.553224919,0.456378654,0.489589774,0,0.566914973,0.467672158,0.501705118,0
530,0.55569978,0.459319259,0.490211947,0,0.5684814,0.469884035,0.501487285,0
530.5,0.558289034,0.46242469,0.490883984,0,0.570179376,0.47227333,0.501338745,0
531,0.559949741,0.464790223,0.490690551,0,0.571482541,0.474363105,0.500796879,0
531.5,0.559657521,0.465536225,0.48874507,0,0.571982929,0.475788787,0.499508764,0
532,0.557222732,0.464494237,0.484900358,0,0.571574788,0.47645794,0.497389649,0
532.5,0.558749516,0.466752985,0.484470389,0,0.572377194,0.478136904,0.496286429,0
533,0.563668248,0.471856236,0.486889028,0,0.574211552,0.480682214,0.495996191,0
533.5,0.566964201,0.475614694,0.487684229,0,0.575383418,0.482677403,0.494926167,0
534,0.568806805,0.478162134,0.487219444,0,0.575976183,0.484189005,0.493360475,0
534.5,0.569716939,0.479929816,0.485954875,0,0.576177884,0.485372519,0.491465905,0
535,0.570025157,0.481191893,0.484181482,0,0.576091191,0.486312591,0.489333994,0
535.5,0.569912996,0.482098672,0.48205939,0,0.575787941,0.487068384,0.487028697,0
536,0.569341917,0.482615505,0.479560719,0,0.575218183,0.487596655,0.48451034,0
536.5,0.568360628,0.482781395,0.476731274,0,0.574401804,0.487912939,0.48179851,0
537,0.566889997,0.482526922,0.473509346,0,0.573276405,0.487962922,0.478843757,0
537.5,0.564897457,0.48182188,0.469873021,0,0.571824475,0.48773019,0.475634808,0
538,0.562456995,0.480726786,0.465859794,0,0.57009091,0.487251423,0.472182649,0
538.5,0.559737842,0.479384394,0.461584989,0,0.568206836,0.486637617,0.468568902,0
539,0.557136519,0.478133681,0.457462155,0,0.566441934,0.486119573,0.465102787,0
539.5,0.555057038,0.477322919,0.453819978,0,0.565097393,0.485957151,0.462029069,0
540,0.553615269,0.477054633,0.450747058,0,0.564274575,0.486239841,0.45942574,0
540.5,0.552572041,0.47712748,0.44804276,0,0.563844822,0.486861149,0.457183084,0
541,0.551418796,0.477102251,0.445292302,0,0.563520642,0.487573091,0.455065017,0
541.5,0.549771513,0.476645386,0.44218779,0,0.563054018,0.488161161,0.452871068,0
542,0.547361911,0.475521669,0.438518869,0,0.562263179,0.488467173,0.450457016,0
542.5,0.54466924,0.474144169,0.434674881,0,0.561295372,0.488617511,0.447943415,0
543,0.542559025,0.47326671,0.431346155,0,0.560434128,0.488858915,0.445557248,0
543.5,0.54188395,0.473637755,0.429202469,0,0.560017204,0.489487262,0.443565022,0
544,0.542540666,0.475174527,0.428149478,0,0.560048017,0.490508026,0.441965517,0
544.5,0.543903661,0.477332403,0.427683992,0,0.560385055,0.491796551,0.440643692,0
545,0.545381287,0.479573273,0.427336809,0,0.560855001,0.493179863,0.43946133,0
545.5,0.546765634,0.481738918,0,0,0.561433837,0.494662635,0,0
546,0.5480301,0.483805676,0,0,0.562062223,0.496193355,0,0
546.5,0.549144804,0.485761227,0,0,0.562671936,0.497727026,0,0
547,0.550151729,0.487657166,0,0,0.563202095,0.499225073,0,0
547.5,0.551143142,0.489545086,0,0,0.563664099,0.500666649,0,0
548,0.552110121,0.491416712,0,0,0.564017858,0.502015432,0,0
548.5,0.552931346,0.493163846,0,0,0.564204209,0.503218201,0,0
549,0.553368398,0.494572314,0,0,0.564133007,0.504193171,0,0
549.5,0.553276286,0.49551023,0,0,0.563767866,0.504906413,0,0
550,0.552652799,0.495972359,0,0,0.563131433,0.505376298,0,0
550.5,0.551661099,0.496102463,0,0,0.562321812,0.505689519,0,0
551,0.550615535,0.496181762,0,0,0.561553073,0.506038017,0,0
551.5,0.549833892,0.49649651,0,0,0.561027221,0.506604015,0,0
552,0.549602372,0.497307211,0,0,0.560927656,0.507554883,0,0
552.5,0.549933346,0.498627936,0,0,0.561242468,0.508881987,0,0
553,0.550729769,0.500373596,0,0,0.561875698,0.510500392,0,0
553.5,0.551746217,0.502322958,0,0,0.562628188,0.512230165,0,0
554,0.552797286,0.50430828,0,0,0.563329495,0.513916648,0,0
554.5,0.553761583,0.506218366,0,0,0.563888036,0.515475412,0,0
555,0.55448877,0.507914932,0,0,0.564196554,0.516807319,0,0
555.5,0.554874988,0.509301078,0,0,0.564221492,0.51787992,0,0
556,0.554704789,0.510176778,0,0,0.563847572,0.51858564,0,0
556.5,0.55390516,0.510471259,0,0,0.563058442,0.518906796,0,0
557,0.552392916,0.510103991,0,0,0.561815972,0.518805657,0,0
557.5,0.550503856,0.509381646,0,0,0.56035664,0.518498434,0,0
558,0.549238854,0.509204685,0,0,0.559368723,0.518596185,0,0
558.5,0.549936812,0.510836894,0,0,0.559754415,0.519956475,0,0
559,0.553071416,0.514738022,0,0,0.561818565,0.522878906,0,0
559.5,0.557411362,0.519773338,0,0,0.564714507,0.526583354,0,0
560,0.561330987,0.524430604,0,0,0.567323381,0.530029074,0,0
560.5,0.564211489,0.528129668,0,0,0.569221096,0.532818905,0,0
561,0.566256186,0.531054516,0,0,0.570532036,0.535064555,0,0
561.5,0.567676493,0.533399517,0,0,0.571393222,0.536891826,0,0
562,0.568776547,0.535447686,0,0,0.572009471,0.538491168,0,0
562.5,0.569647388,0.53728335,0,0,0.572448311,0.539925141,0,0
563,0.570382274,0.538993536,0,0,0.572783279,0.541262412,0,0
563.5,0.571000052,0.540595487,0,0,0.573043668,0.542530285,0,0
564,0.571507928,0.542095594,0,0,0.573237689,0.543736335,0,0
564.5,0.571916808,0.543503765,0,0,0.573383977,0.544898044,0,0
565,0.572223054,0.544815999,0,0,0.573478166,0.546010996,0,0
565.5,0.572449537,0.546053833,0,0,0.573539002,0.547093064,0,0
566,0.572586804,0.547220221,0,0,0.573556432,0.548146893,0,0
566.5,0.572664238,0.548331208,0,0,0.573548352,0.549177755,0,0
567,0.57266673,0.549370987,0,0,0.573501066,0.550171382,0,0
567.5,0.572618307,0.550362334,0,0,0.573427358,0.55113994,0,0
568,0.572504741,0.551291115,0,0,0.573313666,0.552070066,0,0
568.5,0.57232494,0.552156292,0,0,0.573157398,0.552959414,0,0
569,0.572056616,0.552935664,0,0,0.572941302,0.553790779,0,0
569.5,0.57164883,0.553579926,0,0,0.572630733,0.554530792,0,0
