Wavelength,tpt
508,0.936556537
509,0.93904785
510,0.939442871
511,0.936926231
512,0.936489237
513,0.939007694
514,0.939548811
515,0.937064006
516,0.936437599
517,0.938965064
518,0.939889421
519,0.937465832
520,0.936311047
521,0.938654508
522,0.940188595
523,0.938069439
524,0.936243749
525,0.938177275
526,0.940504663
527,0.939066673
528,0.936454411
529,0.937396287
530,0.940359656
531,0.940175633
532,0.937152148
533,0.936584523
534,0.939618444
535,0.941202864
536,0.938638127
537,0.936271401
538,0.938185792
539,0.941371239
540,0.940585379
541,0.937121748
542,0.936715557
543,0.940190091
544,0.942011361
545,0.939140837
546,0.936132811
547,0.937882824
548,0.941859688
549,0.941835423
550,0.937722626
551,0.935905375
552,0.939338029
553,0.942867527
554,0.940877971
555,0.936167224
556,0.93587775
557,0.940663629
558,0.943398765
559,0.939647333
560,0.934793994
561,0.936160532
562,0.942013149
563,0.943531238
564,0.937849586
565,0.933096191
566,0.936540812
567,0.943449401
568,0.94295793
569,0.934698305
570,0.930766676
571,0.937736098
572,0.945168138
573,0.939407864
574,0.927389516
575,0.928941084
576,0.943192836
577,0.940645913
578,0.915862752
579,0.921205054
580,0.938858385
581,0.654160006
582,0.260181765
583,0.098371205
584,0.044318374
585,0.024050106
586,0.015387217
587,0.011368902
588,0.009575392
589,0.009124316
590,0.009807519
591,0.011900407
592,0.016391831
593,0.025897691
594,0.047662352
595,0.103823152
596,0.262500837
597,0.630801845
598,0.927965475
599,0.928309638
600,0.912404236
601,0.932662556
602,0.94513882
603,0.935690891
604,0.92561579
605,0.92941466
606,0.940213258
607,0.944026196
608,0.937861827
609,0.930957632
610,0.931527263
611,0.938179693
612,0.943143248
613,0.941369834
614,0.935661655
615,0.932552387
616,0.935069668
617,0.940257945
618,0.942723422
619,0.94026997
620,0.93583262
621,0.933982524
622,0.93634505
623,0.940448184
624,0.942347718
625,0.940467111
626,0.936928546
627,0.935205605
628,0.936820832
629,0.940166395
630,0.942155935
631,0.94111453
632,0.938216351
633,0.936194107
634,0.936818292
635,0.939460757
636,0.94178182
637,0.941832036
638,0.939733762
639,0.937449609
640,0.936980912
641,0.938699371
642,0.941152272
643,0.942338022
644,0.941382922
645,0.939215856
646,0.937700957
647,0.938082564
648,0.940047806
649,0.942049748
650,0.94257329
651,0.941340913
652,0.939461576
653,0.938479711
654,0.939174281
655,0.941017927
656,0.942631205
657,0.942855838
658,0.941628151
659,0.939977929
660,0.939200006
661,0.939889056
662,0.941550113
663,0.943002763
664,0.943254707
665,0.942217227
666,0.940731855
667,0.939921938
668,0.94038924
669,0.941822672
670,0.943248302
671,0.943726077
672,0.943008078
673,0.941676024
674,0.940707427
675,0.940796221
676,0.941904064
677,0.943312708
678,0.944119096
679,0.943841262
680,0.942726496
681,0.941561667
682,0.941129737
683,0.941718747
684,0.942959084
685,0.944078588
686,0.944402077
687,0.943777622
688,0.942654413
689,0.941775459
690,0.941704732
691,0.942488832
692,0.94365263
693,0.944501221
694,0.944546492
695,0.94379795
696,0.942739696
697,0.942021489
698,0.942068772
699,0.942843784
700,0.943883779
701,0.944580387
702,0.944544085
703,0.943818266
704,0.942842343
705,0.942185317
706,0.94221919
707,0.942917937
708,0.943883101
709,0.944573129
710,0.944607502
711,0.943976202
712,0.94303242
713,0.942287658
714,0.942131285
715,0.942627843
716,0.943492771
717,0.944251062
718,0.944492589
719,0.944088072
720,0.943249986
721,0.94241104
722,0.941988168
723,0.94217428
724,0.94284675
725,0.943637273
726,0.944122908
727,0.94404124
728,0.943419794
729,0.942554685
730,0.941855045
731,0.941638014
732,0.941976856
733,0.942675836
734,0.943368778
735,0.943698246
736,0.94348753
737,0.942821766
738,0.942000483
739,0.941389703
740,0.941249126
741,0.941614586
742,0.942288957
743,0.942936364
744,0.94323764
745,0.943035889
746,0.942404383
747,0.941607133
748,0.940974498
749,0.94075458
750,0.941007056
751,0.941581361
752,0.942190583
753,0.942537352
754,0.942444231
755,0.941928624
756,0.941190406
757,0.940520791
758,0.940176531
759,0.940271344
760,0.940734029
761,0.941340416
762,0.941813096
763,0.941933873
764,0.941633663
765,0.941017568
766,0.940317105
767,0.939792495
768,0.939627439
769,0.939858451
770,0.940364373
771,0.940917282
772,0.941276219
773,0.941281022
774,0.940914227
775,0.940304501
776,0.93967245
777,0.939242746
778,0.939158235
779,0.939428177
780,0.93992806
781,0.940448528
782,0.94077814
783,0.940780301
784,0.940443513
785,0.939882645
786,0.939292902
787,0.938875865
788,0.938764346
789,0.938981463
790,0.939430747
791,0.939934689
792,0.940302528
793,0.940396692
794,0.940181622
795,0.939734081
796,0.939212888
797,0.938800502
798,0.938638425
799,0.938779012
800,0.939169229
801,0.939669857
802,0.940106731
803,0.94033102
804,0.940264596
805,0.939931372
806,0.939445331
807,0.938970447
808,0.938665136
809,0.938630304
810,0.938877666
811,0.939327174
812,0.939835487
813,0.940242448
814,0.940423088
815,0.940327457
816,0.939995446
817,0.939542245
818,0.939117765
819,0.938864905
820,0.938869
821,0.939134371
822,0.939585775
823,0.940092316
824,0.940508274
825,0.940717995
826,0.940670958
827,0.940396208
828,0.93999208
829,0.93959511
830,0.939338371
831,0.939311956
832,0.939537408
833,0.939965492
834,0.940484565
835,0.940960474
836,0.941273271
837,0.941351827
838,0.941193721
839,0.940864763
840,0.940478801
841,0.940164712
842,0.940028224
843,0.940124883
844,0.940445174
845,0.940918327
846,0.941432755
847,0.941865044
848,0.94212032
849,0.942151686
850,0.941974567
851,0.941661034
852,0.941319633
853,0.941064589
854,0.940985286
855,0.941123032
856,0.941461058
857,0.941929898
858,0.942426404
859,0.942841301
860,0.943088023
861,0.943125375
862,0.942969533
863,0.94268308
864,0.942363444
865,0.942115401
866,0.942024284
867,0.942134821
868,0.942440601
869,0.942886419
870,0.94338264
871,0.943827893
872,0.944134452
873,0.944249933
874,0.944169892
875,0.943938242
876,0.943635641
877,0.94335777
878,0.943195578
879,0.943209704
880,0.943417864
881,0.943790505
882,0.944260264
883,0.944737064
884,0.945129744
885,0.945367564
886,0.945416668
887,0.945287592
888,0.945032152
889,0.9447307
890,0.944473028
891,0.944337578
892,0.944374591
893,0.944592785
894,0.94496037
895,0.945411762
896,0.945862655
897,0.946229144
898,0.946446607
899,0.946484064
900,0.946350771
901,0.946093786
902,0.945786553
903,0.945512393
904,0.945346246
905,0.945338535
906,0.945504631
907,0.945821687
908,0.946234779
909,0.946668007
910,0.947041249
911,0.947287358
912,0.947366453
913,0.947274222
914,0.947042472
915,0.946731923
916,0.946418989
917,0.946179518
918,0.94607298
919,0.946130351
920,0.946348022
921,0.946688263
922,0.947088465
923,0.947473457
924,0.947770722
925,0.947925393
926,0.947911431
927,0.947736791
928,0.947441561
929,0.94708955
930,0.946755194
931,0.946508548
932,0.946401393
933,0.946457149
934,0.946666436
935,0.946989042
